マンション名,住所,立地1,立地2,立地3,築年数,建物の高さ,階層,賃料料,管理費,"敷/礼/保証/敷引,償却",間取り,専有面積,詳細URL
ハイツあけぼの,東京都荒川区町屋４,東京メトロ千代田線/町屋駅 歩8分,日暮里・舎人ライナー/熊野前駅 歩13分,ＪＲ山手線/西日暮里駅 歩29分,築35年,2階建,1階,7.2万円,-,7.2万円/7.2万円,2K,30.78m2,https://suumo.jp/chintai/jnc_000061945447/?bc=100216684452
koikoi base,東京都荒川区南千住５,東京メトロ日比谷線/南千住駅 歩6分,東京メトロ日比谷線/三ノ輪駅 歩11分,京成本線/千住大橋駅 歩12分,新築,3階建,1階,5.8万円,4000円,-/-,ワンルーム,12.4m2,https://suumo.jp/chintai/jnc_000061683048/?bc=100215404720
koikoi base,東京都荒川区南千住５,東京メトロ日比谷線/南千住駅 歩6分,東京メトロ日比谷線/三ノ輪駅 歩11分,京成本線/千住大橋駅 歩12分,新築,3階建,1階,6.5万円,3000円,-/-,ワンルーム,13m2,https://suumo.jp/chintai/jnc_000062456871/?bc=100204579047
koikoi base,東京都荒川区南千住５,東京メトロ日比谷線/南千住駅 歩6分,東京メトロ日比谷線/三ノ輪駅 歩11分,京成本線/千住大橋駅 歩12分,新築,3階建,1階,6.5万円,3000円,-/-,ワンルーム,12.4m2,https://suumo.jp/chintai/jnc_000062456870/?bc=100204579044
サンハイム西新井,東京都足立区西新井本町４,日暮里・舎人ライナー/江北駅 歩6分,東武大師線/大師前駅 歩13分,日暮里・舎人ライナー/高野駅 歩12分,築29年,2階建,1階,8.2万円,3000円,16.4万円/-,3DK,49.1m2,https://suumo.jp/chintai/jnc_000061483014/?bc=100213591609
サンハイム西新井,東京都足立区西新井本町４,日暮里・舎人ライナー/江北駅 歩6分,東武大師線/大師前駅 歩13分,日暮里・舎人ライナー/高野駅 歩12分,築29年,2階建,2階,8.5万円,3000円,17万円/-,3DK,49.1m2,https://suumo.jp/chintai/jnc_000060731442/?bc=100210559449
Glanz町屋I,東京都荒川区町屋１,東京メトロ千代田線/町屋駅 歩7分,都電荒川線/町屋駅前駅 歩7分,京成本線/千住大橋駅 歩25分,築6年,2階建,1階,5.6万円,3000円,5.6万円/5.6万円,ワンルーム,11.61m2,https://suumo.jp/chintai/jnc_000053979702/?bc=100220073557
東京メトロ千代田線 町屋駅 2階建 築2年,東京都荒川区町屋３,東京メトロ千代田線/町屋駅 歩7分,都電荒川線/町屋駅前駅 歩7分,日暮里・舎人ライナー/熊野前駅 歩18分,築2年,2階建,2階,5.75万円,3500円,-/5.75万円,ワンルーム,10.81m2,https://suumo.jp/chintai/jnc_000062117871/?bc=100219097284
ハーモニーテラス町屋IV,東京都荒川区町屋３,東京メトロ千代田線/町屋駅 歩7分,都電荒川線/町屋駅前駅 歩7分,日暮里・舎人ライナー/熊野前駅 歩18分,築2年,2階建,2階,5.75万円,3500円,-/5.75万円,ワンルーム,10.81m2,https://suumo.jp/chintai/jnc_000062083733/?bc=100218003066
西武新宿線 武蔵関駅 3階建 築2年,東京都練馬区関町北２,西武新宿線/武蔵関駅 歩7分,ＪＲ総武線/吉祥寺駅 バス10分 (バス停)関町郵便局前 歩3分,西武新宿線/東伏見駅 歩19分,築2年,3階建,1階,6.5万円,6000円,6.5万円/-,1K,20.98m2,https://suumo.jp/chintai/jnc_000047270841/?bc=100220218513
西武新宿線 武蔵関駅 3階建 築2年,東京都練馬区関町北２,西武新宿線/武蔵関駅 歩7分,ＪＲ総武線/吉祥寺駅 バス10分 (バス停)関町郵便局前 歩3分,西武新宿線/東伏見駅 歩19分,築2年,3階建,2階,11.2万円,8000円,11.2万円/-,2DK,43.47m2,https://suumo.jp/chintai/jnc_000046932095/?bc=100220218515
西武新宿線 武蔵関駅 3階建 築2年,東京都練馬区関町北２,西武新宿線/武蔵関駅 歩7分,ＪＲ総武線/吉祥寺駅 バス10分 (バス停)関町郵便局前 歩3分,西武新宿線/東伏見駅 歩19分,築2年,3階建,2階,12万円,8000円,12万円/-,2LDK,50.51m2,https://suumo.jp/chintai/jnc_000046932097/?bc=100220218517
西武新宿線 沼袋駅 2階建 築12年,東京都中野区松が丘２,西武新宿線/沼袋駅 歩12分,西武新宿線/新井薬師前駅 歩11分,都営大江戸線/新江古田駅 歩18分,築12年,2階建,1階,11.8万円,3500円,11.8万円/11.8万円,2DK,46.37m2,https://suumo.jp/chintai/jnc_000062199729/?bc=100218423187
フォレストメゾン5514,東京都葛飾区堀切２,京成本線/堀切菖蒲園駅 歩5分,京成本線/お花茶屋駅 歩15分,東武伊勢崎線/堀切駅 歩17分,築5年,2階建,1階,6.5万円,3000円,-/-,1K,24.99m2,https://suumo.jp/chintai/jnc_000062699106/?bc=100220840798
京成本線 新三河島駅 3階建 築13年,東京都荒川区荒川５,京成本線/新三河島駅 歩3分,ＪＲ山手線/西日暮里駅 歩11分,ＪＲ常磐線/三河島駅 歩11分,築13年,3階建,3階,6.3万円,3000円,6.3万円/6.3万円,1K,14.68m2,https://suumo.jp/chintai/jnc_000062650073/?bc=100217054584
京成本線 新三河島駅 3階建 築13年,東京都荒川区荒川５,京成本線/新三河島駅 歩3分,ＪＲ山手線/西日暮里駅 歩11分,ＪＲ常磐線/三河島駅 歩11分,築13年,3階建,3階,6.3万円,3000円,6.3万円/6.3万円,1K,13.78m2,https://suumo.jp/chintai/jnc_000055636112/?bc=100220941636
京成本線 新三河島駅 3階建 築13年,東京都荒川区荒川５,京成本線/新三河島駅 歩3分,ＪＲ山手線/西日暮里駅 歩11分,ＪＲ常磐線/三河島駅 歩11分,築13年,3階建,3階,6.3万円,4000円,6.3万円/6.3万円,1K,14.68m2,https://suumo.jp/chintai/jnc_000045278685/?bc=100218607514
京成本線 新三河島駅 3階建 築13年,東京都荒川区荒川５,京成本線/新三河島駅 歩3分,ＪＲ山手線/西日暮里駅 歩11分,ＪＲ常磐線/三河島駅 歩11分,築13年,3階建,3階,6.4万円,3000円,6.4万円/6.4万円,1K,14.17m2,https://suumo.jp/chintai/jnc_000062762011/?bc=100221109735
ワエナヴィレッジ,東京都目黒区鷹番１,東急東横線/学芸大学駅 歩7分,東急東横線/祐天寺駅 歩19分,東急目黒線/武蔵小山駅 歩25分,築5年,2階建,1階,15.2万円,-,15.2万円/15.2万円,1LDK,42.85m2,https://suumo.jp/chintai/jnc_000037351566/?bc=100217919219
ピークウィル東四つ木,東京都葛飾区東四つ木３,京成押上線/四ツ木駅 歩5分,京成押上線/京成立石駅 歩18分,京成本線/堀切菖蒲園駅 歩33分,築2年,3階建,1階,6.3万円,4000円,-/6.3万円,1K,21.25m2,https://suumo.jp/chintai/jnc_000062774815/?bc=100221151551
ピークウィル東四つ木,東京都葛飾区東四つ木３,京成押上線/四ツ木駅 歩5分,京成押上線/京成立石駅 歩18分,京成本線/堀切菖蒲園駅 歩33分,築2年,3階建,3階,6.6万円,4000円,-/6.6万円,1K,20.66m2,https://suumo.jp/chintai/jnc_000062774816/?bc=100221151549
西武新宿線 沼袋駅 2階建 築12年,東京都中野区松が丘２,西武新宿線/沼袋駅 歩12分,西武新宿線/新井薬師前駅 歩11分,都営大江戸線/新江古田駅 歩18分,築12年,2階建,1階,11.8万円,3500円,11.8万円/11.8万円,2DK,46.37m2,https://suumo.jp/chintai/jnc_000062199729/?bc=100218423187
しらかば,東京都荒川区荒川５,京成本線/新三河島駅 歩5分,都電荒川線/町屋二丁目駅 歩6分,東京メトロ千代田線/町屋駅 歩9分,築11年,2階建,1階,5.8万円,2000円,5.8万円/5.8万円,ワンルーム,14.34m2,https://suumo.jp/chintai/jnc_000062682830/?bc=100221231287
リッシェル青砥,東京都葛飾区白鳥１,京成本線/お花茶屋駅 歩6分,京成本線/青砥駅 歩14分,京成押上線/京成立石駅 歩14分,築10年,3階建,2階,5万円,3000円,-/-,1K,14.01m2,https://suumo.jp/chintai/jnc_000038241248/?bc=100199448321
邦友ハウス荒川,東京都荒川区荒川３,ＪＲ常磐線/三河島駅 歩6分,東京メトロ日比谷線/三ノ輪駅 歩13分,京成本線/新三河島駅 歩13分,築14年,2階建,1階,6.2万円,6000円,-/-,ワンルーム,18.17m2,https://suumo.jp/chintai/jnc_000061848735/?bc=100219132832
邦友ハウス荒川,東京都荒川区荒川３,ＪＲ常磐線/三河島駅 歩6分,東京メトロ日比谷線/三ノ輪駅 歩13分,京成本線/新三河島駅 歩13分,築14年,2階建,2階,6.4万円,6000円,-/-,1K,19.44m2,https://suumo.jp/chintai/jnc_000061848736/?bc=100209277623
ＪＲ京浜東北線 蒲田駅 2階建 築21年,東京都大田区西糀谷１,ＪＲ京浜東北線/蒲田駅 歩19分,京急本線/京急蒲田駅 歩8分,京急空港線/糀谷駅 歩9分,築21年,2階建,1階,6.9万円,-,6.9万円/6.9万円,1K,23m2,https://suumo.jp/chintai/jnc_000044538264/?bc=100221395208
京王線 桜上水駅 2階建 築5年,東京都世田谷区桜上水５,京王線/桜上水駅 歩9分,京王線/上北沢駅 歩10分,東急世田谷線/下高井戸駅 歩20分,築5年,2階建,1階,6.05万円,3500円,-/6.05万円,ワンルーム,11.7m2,https://suumo.jp/chintai/jnc_000046273571/?bc=100217686801
京王線 桜上水駅 2階建 築5年,東京都世田谷区桜上水５,京王線/桜上水駅 歩9分,京王線/上北沢駅 歩10分,東急世田谷線/下高井戸駅 歩20分,築5年,2階建,2階,6.15万円,3500円,-/6.15万円,ワンルーム,11.7m2,https://suumo.jp/chintai/jnc_000062123821/?bc=100217667743
京王線 桜上水駅 2階建 築5年,東京都世田谷区桜上水５,京王線/桜上水駅 歩9分,京王線/上北沢駅 歩10分,東急世田谷線/下高井戸駅 歩20分,築5年,2階建,2階,6.15万円,3500円,-/6.15万円,ワンルーム,11.7m2,https://suumo.jp/chintai/jnc_000060919307/?bc=100211535381
ＪＲ山手線 鶯谷駅 3階建 築9年,東京都荒川区東日暮里４,ＪＲ山手線/鶯谷駅 歩10分,東京メトロ日比谷線/入谷駅 歩11分,ＪＲ山手線/日暮里駅 歩13分,築9年,3階建,2階,7万円,3000円,7万円/-,1K,20.15m2,https://suumo.jp/chintai/jnc_000060701493/?bc=100221245923
ＪＲ山手線 鶯谷駅 3階建 築9年,東京都荒川区東日暮里４,ＪＲ山手線/鶯谷駅 歩10分,東京メトロ日比谷線/入谷駅 歩11分,ＪＲ山手線/日暮里駅 歩13分,築9年,3階建,3階,7.2万円,3000円,7.2万円/-,1K,20.15m2,https://suumo.jp/chintai/jnc_000056204450/?bc=100210079479
ピソ・ティエランジェ千石,東京都文京区千石３,都営三田線/千石駅 歩6分,ＪＲ山手線/巣鴨駅 歩13分,東京メトロ丸ノ内線/茗荷谷駅 歩16分,築12年,3階建,2階,14.3万円,2000円,14.3万円/14.3万円,1LDK,58.64m2,https://suumo.jp/chintai/jnc_000062410467/?bc=100219448701
京成押上線 四ツ木駅 2階建 築3年,東京都葛飾区四つ木１,京成押上線/四ツ木駅 歩5分,京成押上線/八広駅 歩20分,京成押上線/京成立石駅 歩17分,築3年,2階建,2階,6.4万円,4000円,-/6.4万円,1K,24.84m2,https://suumo.jp/chintai/jnc_000062768722/?bc=100221120299
リブリラメール,東京都葛飾区西新小岩４,ＪＲ総武線/新小岩駅 歩11分,京成押上線/京成立石駅 歩29分,ＪＲ総武線/平井駅 歩29分,築5年,2階建,1階,6.1万円,3000円,-/3.05万円,1K,16.14m2,https://suumo.jp/chintai/jnc_000015466550/?bc=100216287340
ＪＲ総武線快速 新小岩駅 2階建 築5年,東京都葛飾区西新小岩４,ＪＲ総武線快速/新小岩駅 歩8分,京成押上線/京成立石駅 歩29分,ＪＲ総武線/平井駅 歩31分,築5年,2階建,1階,6.1万円,3000円,-/3.05万円,1K,16.14m2,https://suumo.jp/chintai/jnc_000015466562/?bc=100215395836
ブランハイツ大橋,東京都目黒区大橋２,東急田園都市線/池尻大橋駅 歩4分,京王井の頭線/神泉駅 歩12分,京王井の頭線/駒場東大前駅 歩13分,築5年,3階建,1階,12万円,3000円,12万円/18万円,1LDK,30.07m2,https://suumo.jp/chintai/jnc_000061877499/?bc=100218115446
DerfyＤ　Ｎ,東京都江戸川区北葛西４,東京メトロ東西線/西葛西駅 歩15分,都営新宿線/船堀駅 歩21分,東京メトロ東西線/葛西駅 歩16分,築8年,3階建,1階,20.5万円,5500円,-/20.5万円,4LDK,110.04m2,https://suumo.jp/chintai/jnc_000062283156/?bc=100218527266
Glanz南千住,東京都荒川区南千住７,東京メトロ日比谷線/南千住駅 歩5分,京成本線/千住大橋駅 歩12分,東京メトロ日比谷線/三ノ輪駅 歩13分,築5年,3階建,1階,6.02万円,-,6.02万円/6.02万円,ワンルーム,13.44m2,https://suumo.jp/chintai/jnc_000061221912/?bc=100215634802
Glanz南千住,東京都荒川区南千住７,東京メトロ日比谷線/南千住駅 歩5分,京成本線/千住大橋駅 歩12分,東京メトロ日比谷線/三ノ輪駅 歩13分,築5年,3階建,2階,7.02万円,-,7.02万円/7.02万円,ワンルーム,16.8m2,https://suumo.jp/chintai/jnc_000062361000/?bc=100219240516
Glanz南千住,東京都荒川区南千住７,東京メトロ日比谷線/南千住駅 歩5分,京成本線/千住大橋駅 歩12分,東京メトロ日比谷線/三ノ輪駅 歩13分,築5年,3階建,2階,7.12万円,-,7.12万円/7.12万円,ワンルーム,16.45m2,https://suumo.jp/chintai/jnc_000052605658/?bc=100218716725
Glanz南千住,東京都荒川区南千住７,東京メトロ日比谷線/南千住駅 歩5分,京成本線/千住大橋駅 歩12分,東京メトロ日比谷線/三ノ輪駅 歩13分,築5年,3階建,3階,7.22万円,-,7.22万円/7.22万円,ワンルーム,16.45m2,https://suumo.jp/chintai/jnc_000058128916/?bc=100199007177
東急目黒線 洗足駅 2階建 築14年,東京都目黒区洗足２,東急目黒線/洗足駅 歩3分,東急大井町線/北千束駅 歩7分,東急大井町線/大岡山駅 歩12分,築14年,2階建,1階,10.7万円,3000円,10.7万円/10.7万円,1LDK,33m2,https://suumo.jp/chintai/jnc_000059487759/?bc=100220944365
東急目黒線 洗足駅 2階建 築14年,東京都目黒区洗足２,東急目黒線/洗足駅 歩3分,東急大井町線/北千束駅 歩7分,東急大井町線/大岡山駅 歩12分,築14年,2階建,1階,11.2万円,3000円,11.2万円/11.2万円,1DK,35m2,https://suumo.jp/chintai/jnc_000062604880/?bc=100220132680
（仮称）町屋１丁目計画,東京都荒川区町屋１,東京メトロ千代田線/町屋駅 歩8分,都電荒川線/荒川七丁目駅 歩6分,都電荒川線/町屋駅前駅 歩9分,新築,3階建,1階,6.8万円,3000円,6.8万円/6.8万円,ワンルーム,16.72m2,https://suumo.jp/chintai/jnc_000062768200/?bc=100221118926
（仮称）町屋１丁目計画,東京都荒川区町屋１,東京メトロ千代田線/町屋駅 歩8分,都電荒川線/荒川七丁目駅 歩6分,都電荒川線/町屋駅前駅 歩9分,新築,3階建,1階,6.8万円,3000円,6.8万円/6.8万円,ワンルーム,16.72m2,https://suumo.jp/chintai/jnc_000062768199/?bc=100221118920
（仮称）町屋１丁目計画,東京都荒川区町屋１,東京メトロ千代田線/町屋駅 歩8分,都電荒川線/荒川七丁目駅 歩6分,都電荒川線/町屋駅前駅 歩9分,新築,3階建,1階,6.8万円,3000円,6.8万円/6.8万円,ワンルーム,16.72m2,https://suumo.jp/chintai/jnc_000062731972/?bc=100221118922
（仮称）町屋１丁目計画,東京都荒川区町屋１,東京メトロ千代田線/町屋駅 歩8分,都電荒川線/荒川七丁目駅 歩6分,都電荒川線/町屋駅前駅 歩9分,新築,3階建,2階,6.9万円,3000円,6.9万円/6.9万円,ワンルーム,16.72m2,https://suumo.jp/chintai/jnc_000062731975/?bc=100221118923
（仮称）町屋１丁目計画,東京都荒川区町屋１,東京メトロ千代田線/町屋駅 歩8分,都電荒川線/荒川七丁目駅 歩6分,都電荒川線/町屋駅前駅 歩9分,新築,3階建,2階,6.9万円,3000円,6.9万円/6.9万円,ワンルーム,16.72m2,https://suumo.jp/chintai/jnc_000062731973/?bc=100221118921
（仮称）町屋１丁目計画,東京都荒川区町屋１,東京メトロ千代田線/町屋駅 歩8分,都電荒川線/荒川七丁目駅 歩6分,都電荒川線/町屋駅前駅 歩9分,新築,3階建,2階,6.9万円,3000円,6.9万円/6.9万円,ワンルーム,16.72m2,https://suumo.jp/chintai/jnc_000062731974/?bc=100221118925
（仮称）町屋１丁目計画,東京都荒川区町屋１,東京メトロ千代田線/町屋駅 歩8分,都電荒川線/荒川七丁目駅 歩6分,都電荒川線/町屋駅前駅 歩9分,新築,3階建,3階,7.1万円,3000円,7.1万円/7.1万円,ワンルーム,16.72m2,https://suumo.jp/chintai/jnc_000062731977/?bc=100221118918
（仮称）町屋１丁目計画,東京都荒川区町屋１,東京メトロ千代田線/町屋駅 歩8分,都電荒川線/荒川七丁目駅 歩6分,都電荒川線/町屋駅前駅 歩9分,新築,3階建,3階,7.1万円,3000円,7.1万円/7.1万円,ワンルーム,16.72m2,https://suumo.jp/chintai/jnc_000062731976/?bc=100221118924
（仮称）町屋１丁目計画,東京都荒川区町屋１,東京メトロ千代田線/町屋駅 歩8分,都電荒川線/荒川七丁目駅 歩6分,都電荒川線/町屋駅前駅 歩9分,新築,3階建,3階,7.1万円,3000円,7.1万円/7.1万円,ワンルーム,16.72m2,https://suumo.jp/chintai/jnc_000062768201/?bc=100221118919
ビエント,東京都板橋区高島平４,都営三田線/新高島平駅 歩8分,都営三田線/西高島平駅 歩13分,東武東上線/成増駅 バス14分 (バス停)高島平三丁目 歩3分,築7年,2階建,2階,12.2万円,6000円,12.2万円/12.2万円,2LDK,57.81m2,https://suumo.jp/chintai/jnc_000062063897/?bc=100219095339
ＪＲ常磐線 南千住駅 3階建 築5年,東京都荒川区南千住７,ＪＲ常磐線/南千住駅 歩5分,東京メトロ日比谷線/三ノ輪駅 歩14分,京成本線/千住大橋駅 歩14分,築5年,3階建,1階,6.02万円,-,6.02万円/6.02万円,ワンルーム,13.44m2,https://suumo.jp/chintai/jnc_000061748314/?bc=100215729413
ＪＲ常磐線 南千住駅 3階建 築5年,東京都荒川区南千住７,ＪＲ常磐線/南千住駅 歩5分,東京メトロ日比谷線/三ノ輪駅 歩14分,京成本線/千住大橋駅 歩14分,築5年,3階建,2階,7.12万円,-,7.12万円/7.12万円,ワンルーム,16.45m2,https://suumo.jp/chintai/jnc_000061516948/?bc=100215729415
ＪＲ常磐線 南千住駅 3階建 築5年,東京都荒川区南千住７,ＪＲ常磐線/南千住駅 歩5分,東京メトロ日比谷線/三ノ輪駅 歩14分,京成本線/千住大橋駅 歩14分,築5年,3階建,3階,7.22万円,-,7.22万円/7.22万円,ワンルーム,16.45m2,https://suumo.jp/chintai/jnc_000058146957/?bc=100198583222
